3,1048638888.8888888,131157340.87581368
6,694155440.4145077,292795893.95307326
9,436047222.2222222,156581287.8785678
12,363327777.7777778,106786138.84342362
15,476700000.0,126782198.69245228
18,374983684.2105263,136817629.31317094
21,159886690.47619048,204328060.22537595
24,112991467.06586826,56490661.14801944
27,434561958.3333333,218830135.18523124
30,184184759.35828876,112268113.86927718
33,4907610.561056105,5987350.707687142
