3,386059677.4193549,29586716.31861522
6,434911290.3225807,46133014.99838039
9,416104838.70967746,13446433.790628035
12,364870967.7419355,47877972.055179514
15,363290322.58064514,14803622.612582885
18,197770967.7419355,8316488.142600516
21,276798387.0967742,79389843.61031547
24,87945604.83870968,34597423.23442817
27,79263306.4516129,10123602.166455457
30,215377016.12903225,27228743.30231969
