3,964255555.5555556,0
6,973563888.8888888,0
9,743958333.3333334,0
12,462008308.15709966,0
15,354108611.1111111,0
18,363393611.1111111,0
21,324834523.8095238,0
24,271296555.55555564,0
27,219361111.1111111,0
30,279582519.84126973,0
33,71836266.6666667,0
36,51893749.999999955,0
